Unnamed: 0,post_id,post_created,statement,user_id,followers,friends,favourites,statuses,retweets,status,cleaned_text,processed_text,text_length,word_count,dominant_topic,topic_probability,kmeans_cluster,tsne_x,tsne_y,status_numeric
2582,708766057817776128,Sat Mar 12 21:26:11 +0000 2016,Two private fundraisers and now a round of golf at Dallas National w/ @EmmittSmith22 before @POTUS departs Dallas. https://t.co/OJLgnP3caU,325328455,3185,1447,1250,5186,11,1,two private fundraisers and now a round of golf at dallas national w before departs dallas,two private fundraiser round golf dallas national departs dallas,64,9,0,0.6127065819565752,4,-73.32029,2.7958007,
6251,600117556490276864,Mon May 18 01:55:49 +0000 2015,RT @Hits96Radio: .@edsheeran could sing the encyclopedia and it would be romantic. ❤️💙💛💚💜💗💖💕❤️ #BBMAs,1306425758,734,1899,154,5929,6,1,rt could sing the encyclopedia and it would be romantic,sing encyclopedia romantic,26,3,0,0.8461538461538163,4,41.993683,-27.99354,
16254,812295222344302593,Fri Dec 23 13:54:07 +0000 2016,Why do people find it funny to let kids use adult products? Makeup? Contact lens? Um. No.,490044008,1849,561,8229,86352,71,0,why do people find it funny to let kids use adult products makeup contact lens um no,people find funny let kid use adult product makeup contact lens,63,11,1,0.9265526062806766,1,116.50018,60.922504,
9957,591463960806760448,Fri Apr 24 04:49:31 +0000 2015,@MarGar_24 so true!!!,2766067037,78,175,664,1148,0,1,so true,true,4,1,2,0.8461473979936396,4,13.179841,-4.0994554,
14790,819146847415508992,Wed Jan 11 11:40:02 +0000 2017,@hananyxnyx 🖕 this is theinternational symbol of thankyou for the opinion.,490044008,1849,561,8229,86352,0,0,this is theinternational symbol of thankyou for the opinion,theinternational symbol thankyou opinion,40,4,1,0.8833147173629612,4,-55.87039,49.277706,
14476,812435077909057536,Fri Dec 23 23:09:51 +0000 2016,Are you high right now? Do you ever get nervous? https://t.co/sVAna0HK2I,1497350173,640,445,24297,52892,0,0,are you high right now do you ever get nervous,high right ever nervous,23,4,1,0.8822855396514505,4,43.076416,27.699362,
6951,3630046313,Sat Aug 29 19:00:08 +0000 2009,Is It Possible To Develop Pre Eclampsia With Your Second Child And Not The First? http://bit.ly/3qcNxi,60868031,1768,532,3,5720,0,1,is it possible to develop pre eclampsia with your second child and not the first,possible develop pre eclampsia second child first,49,7,0,0.9014305228573024,4,-42.86368,33.92003,
12230,819165871193149441,Wed Jan 11 12:55:37 +0000 2017,@seanspicer @Morning_Joe @washingtonpost @IgnatiusPost @nytimes @Max_Fisher @BuzzFeed Inconsistencies galore/looks… https://t.co/VmKXeA5KDG,145626605,126,621,22,2111,0,0,inconsistencies galorelooks,inconsistency galorelooks,25,2,0,0.3333333333333333,4,-6.5337367,-0.040480647,
6539,418175939252858880,Wed Jan 01 00:24:47 +0000 2014,"RT @kickthepj: to everyone still in 2013, don't be afraid to make the leap! the future is great, we already have flying cars in 2014! 🚗 ⛄️🍰…",632291359,68,399,243,1480,1192,1,rt to everyone still in dont be afraid to make the leap the future is great we already have flying cars in,everyone still dont afraid make leap future great already flying car,68,11,0,0.6550176246344125,4,4.2054358,117.1333,
11144,810797471815368704,Mon Dec 19 10:42:35 +0000 2016,i've been listening to this mix for legit over 2 years and at this point fall asleep by this song but !!!!!!! wow i… https://t.co/2ueWltNMSW,3249600438,235,185,24407,22302,0,0,ive been listening to this mix for legit over years and at this point fall asleep by this song but wow i,ive listening mix legit year point fall asleep song wow,55,10,1,0.6589533154681523,4,-26.878317,-18.085142,
8828,678060110468349953,Sat Dec 19 03:51:42 +0000 2015,@MissLusyd oh god. I dunno. Can we really top car fucking?,20118423,288,988,280,6694,0,1,oh god i dunno can we really top car fucking,god dunno top car fucking,25,5,2,0.901358312639941,4,35.785168,-32.07622,
17075,818007681386639360,Sun Jan 08 08:13:23 +0000 2017,"@misslizzygirl ok bes noted

YONG PAYTForLuckySun",763182466098233344,3088,299,7979,19472,1,0,ok bes noted yong paytforluckysun,be noted yong paytforluckysun,29,4,0,0.9012566109606823,4,66.48205,-37.80018,
18791,815171680406413315,Sat Dec 31 12:24:08 +0000 2016,https://t.co/E2GnFXKm8L physical-therapy-isr https://t.co/E9TpfJe7Qr,1458225506,1197,701,1156,61856,0,0,physicaltherapyisr,physicaltherapyisr,18,1,0,0.3333333333333333,4,-5.8944745,-0.2763462,
14702,814753331704983556,Fri Dec 30 08:41:46 +0000 2016,"@JordanEB1405 hey, i'm really sorry i'm late to this, but you seem really concerned with scientific correctness, so, https://t.co/6JqNbIc8On",2369443141,111,249,1195,780,0,0,hey im really sorry im late to this but you seem really concerned with scientific correctness so,hey sorry late seem concerned scientific correctness,52,7,2,0.5162859080028467,4,0.74980646,-5.9358516,
8048,549180960924000256,Sun Dec 28 12:31:59 +0000 2014,2 people unfollowed me // automatically checked by http://t.co/bqZ8J61ZyJ,30863895,426,482,1926,20330,0,1,people unfollowed me automatically checked by,people unfollowed automatically checked,39,4,0,0.8461166635673121,1,24.049173,-51.975773,
17307,816955629357113344,Thu Jan 05 10:32:54 +0000 2017,"RT @misslizzygirl: Local or International?

WeArePAYTing ForYONG",763182466098233344,3088,299,7979,19472,7,0,rt local or international wearepayting foryong,local international wearepayting foryong,40,4,2,0.6705247324108243,4,-78.22808,29.211517,
16553,811250280981352448,Tue Dec 20 16:41:53 +0000 2016,But no. Being able to easily detach yourself from someone is a bad thing. Its a sign of weakness. An escapism from the reality of it.,490044008,1849,561,8229,86352,2,0,but no being able to easily detach yourself from someone is a bad thing its a sign of weakness an escapism from the reality of it,able easily detach someone bad thing sign weakness escapism reality,67,10,1,0.9122347333985348,4,-57.198055,17.441288,
16714,810347806833537024,Sun Dec 18 04:55:47 +0000 2016,Wanna hear how inappropriate my parents are? I'll give you an example.,490044008,1849,561,8229,86352,0,0,wanna hear how inappropriate my parents are ill give you an example,wan hear inappropriate parent ill give example,46,7,0,0.9127615910736812,4,-44.97323,8.850412,
12685,816789917166661632,Wed Jan 04 23:34:26 +0000 2017,🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺@ABC Putin &amp; ASSXXXX will be copied from Trumps OFFICE 1-20-2017! https://t.co/e4wfIRJ7nP,145626605,126,621,22,2111,0,0,putin amp assxxxx will be copied from trumps office,putin amp assxxxx copied trump office,37,6,0,0.9122601082282885,6,-38.629944,19.570635,
13758,811477169729781764,Wed Dec 21 07:43:28 +0000 2016,You're the one from my dream! I see. You must be whom Stephen spoke of.,762433972273950725,20,0,0,2143,0,0,youre the one from my dream i see you must be whom stephen spoke of,youre dream see must stephen spoke,34,6,2,0.8824872512427051,4,8.160015,-22.938387,
5046,577214873437933569,Sun Mar 15 21:08:44 +0000 2015,JUST SAW @alexis313123 IN WALMART WHAT NOW @lohanthanyfreak,3015971504,914,489,8717,3359,0,1,just saw in walmart what now,saw walmart,11,2,2,0.8461538461538353,4,-33.42686,-65.703835,
9259,528420585677012992,Sat Nov 01 05:37:39 +0000 2014,Maybe you dont fwm but your girl does n maybe you dont know it but we made fools love,1052121847,177,687,3066,8133,0,1,maybe you dont fwm but your girl does n maybe you dont know it but we made fools love,maybe dont fwm girl maybe dont made fool love,45,9,0,0.742495030467652,2,35.3654,-44.370636,
5125,576934927666536448,Sun Mar 15 02:36:20 +0000 2015,@allthxngsozzie Oooo you got some spillin to do,3015971504,914,489,8717,3359,0,1,oooo you got some spillin to do,oooo got spillin,16,3,0,0.84611019109693,4,25.688644,17.6539,
3175,657366531752374272,Fri Oct 23 01:22:49 +0000 2015,RT @mnwild: #CBJ penalty as Goloubef heads to the box for 4 minutes.,3045320288,1505,2082,6920,13251,12,1,rt penalty as goloubef heads to the box for minutes,penalty goloubef head box minute,32,5,2,0.9014688718215315,4,-44.27872,-11.203342,
15216,817367329386348544,Fri Jan 06 13:48:51 +0000 2017,@FathiniZasza @copycatlily @gudetama_sanrio awh thank you!,490044008,1849,561,8229,86352,0,0,awh thank you,awh thank,9,2,1,0.8461337421724636,5,12.564586,57.58649,
10727,814681591301738496,Fri Dec 30 03:56:42 +0000 2016,"anyways clarke loves bellamy and vice verse, she's his best friend and he's hers and they'd die for each other these are Facts",3249600438,235,185,24407,22302,0,0,anyways clarke loves bellamy and vice verse shes his best friend and hes hers and theyd die for each other these are facts,anyways clarke love bellamy vice verse shes best friend he theyd die fact,73,13,2,0.9388302031976751,2,-54.33015,84.967445,
15270,817038597622632448,Thu Jan 05 16:02:36 +0000 2017,"RT @khaikkn: @Azfarovski ""her"" is a him, actually 😅😅",490044008,1849,561,8229,86352,1,0,rt her is a him actually,actually,8,1,1,0.8461454387808414,4,56.04421,-8.795074,
18145,818930041950208002,Tue Jan 10 21:18:31 +0000 2017,Hey Keith Keller thanks for the follow!,1458225506,1197,701,1156,61856,0,0,hey keith keller thanks for the follow,hey keith keller thanks follow,30,5,2,0.9129289912151924,4,-99.547485,-0.9044935,
18161,818827304474320896,Tue Jan 10 14:30:17 +0000 2017,User:Residential Carpet Cleaning https://t.co/DjaxMUR1pV https://t.co/ABh4uLtkMH,1458225506,1197,701,1156,61856,0,0,userresidential carpet cleaning,userresidential carpet cleaning,31,3,0,0.3333333333333333,4,-5.1093593,-1.8266724,
12365,818310690909908993,Mon Jan 09 04:17:26 +0000 2017,"WE ALREADY HAVE THE STRONGEST MILITARY IN THE WORLD YOU DIP STICK!! RUSSIA HAS ONE(1) AIRCRAFT CARRIER, 50 YEAR OLD… https://t.co/95ksUDgySX",145626605,126,621,22,2111,0,0,we already have the strongest military in the world you dip stick russia has one aircraft carrier year old,already strongest military world dip stick russia aircraft carrier year old,75,11,0,0.744808135553178,8,-68.71075,46.586803,
9452,527516153665835008,Wed Oct 29 17:43:46 +0000 2014,RT @rodstreater80: Met Herm Edwards at my event. Real dude! Great person http://t.co/7SeUID4XtE,1052121847,177,687,3066,8133,3,1,rt met herm edwards at my event real dude great person,met herm edward event real dude great person,44,8,0,0.9268857180416052,4,72.80827,-59.118587,
18085,819159663111376898,Wed Jan 11 12:30:57 +0000 2017,itesoridipatty.it https://t.co/oKk0YYjtQC,1458225506,1197,701,1156,61856,0,0,itesoridipattyit,itesoridipattyit,16,1,0,0.3333333333333333,4,-6.0801363,-2.2999775,
1447,577879607929634816,Tue Mar 17 17:10:09 +0000 2015,Chuffed to have @Official_NCFC Chief Scout @Brano1979 making his debut for us in this years event at Meadow Lane! http://t.co/0B6mlMsYbO,1629737760,2377,738,3189,5624,14,1,chuffed to have chief scout making his debut for us in this years event at meadow lane,chuffed chief scout making debut year event meadow lane,55,9,0,0.900474661164753,8,80.3299,80.381935,
13076,813776892662874112,Tue Dec 27 16:01:45 +0000 2016,@davidpom2000 @FoxNews @GovMikeHuckabee  They are going to drain that NJ swamp as soon as court reconvene after 1-2-2017,145626605,126,621,22,2111,0,0,they are going to drain that nj swamp as soon as court reconvene after,going drain swamp soon court reconvene,38,6,2,0.9008220340624474,4,-58.14286,-2.4113932,
19393,811470797344632833,Wed Dec 21 07:18:09 +0000 2016,Buckhorn Lake Resort https://t.co/pxBOZikZVL,1458225506,1197,701,1156,61856,0,0,buckhorn lake resort,buckhorn lake resort,20,3,0,0.3333333333333333,4,-5.606997,-1.0477344,
4054,557613163919593472,Tue Jan 20 18:58:32 +0000 2015,"@Pendant_kun I have a bunch of government offices to visit, emails to write to the UK government and schools and a bunch of job work to do",2285922931,43,59,4301,12309,0,1,i have a bunch of government offices to visit emails to write to the uk government and schools and a bunch of job work to do,bunch government office visit email write government school bunch job work,74,11,1,0.7771940961215494,4,87.341324,-67.982216,
19140,812996093361295360,Sun Dec 25 12:19:08 +0000 2016,Mansion.ee https://t.co/lxPcscmg4b,1458225506,1197,701,1156,61856,0,0,mansionee,mansionee,9,1,0,0.3333333333333333,4,-6.0801363,-2.2999775,
19846,819387748989726724,Thu Jan 12 03:37:17 +0000 2017,If only God would give me some clear sign! Like making a large deposit in my name at a Swiss Bank. ― Woody Allen,1169875706,442,230,7,1063601,0,0,if only god would give me some clear sign like making a large deposit in my name at a swiss bank woody allen,god give clear sign making large deposit name swiss bank woody allen,68,12,1,0.9125102783987081,4,-57.109333,16.222013,
9907,599702139938557952,Sat May 16 22:25:06 +0000 2015,#AmericanPharoah — watching Preakness,236851154,230,533,2683,5475,0,1,watching preakness,watching preakness,18,2,2,0.8461538461538389,4,0.09845127,57.870518,
14819,819082173361704960,Wed Jan 11 07:23:02 +0000 2017,And now dad's scolding me for not buying more pencils as backup. Wth.,490044008,1849,561,8229,86352,0,0,and now dads scolding me for not buying more pencils as backup wth,dad scolding buying pencil backup wth,37,6,1,0.8830290828689382,4,6.8906145,-15.502929,
7677,702295715674923008,Wed Feb 24 00:55:21 +0000 2016,"This bus stop is littered with couples and I'm just stomping through the ambiance like a giant, cock-blocking dinosaur.",14724376,350,207,8276,22207,0,1,this bus stop is littered with couples and im just stomping through the ambiance like a giant cockblocking dinosaur,bus stop littered couple stomping ambiance giant cockblocking dinosaur,70,9,2,0.8829789562883347,4,34.556755,25.71402,
11705,816129868631068672,Tue Jan 03 03:51:38 +0000 2017,The days and nights seem so long when you're depressed.,18831261,884,2389,8466,57269,0,0,the days and nights seem so long when youre depressed,day night seem long youre depressed,35,6,2,0.35418805493558936,4,-37.35086,-10.878117,
14947,818329080030298114,Mon Jan 09 05:30:31 +0000 2017,"RT @NerdyAsians: If you're having a bad day, watch these little kids remake ""Honor To Us All"" from Mulan and you'll smile https://t.co/atZG…",490044008,1849,561,8229,86352,16710,0,rt if youre having a bad day watch these little kids remake honor to us all from mulan and youll smile,youre bad day watch little kid remake honor mulan youll smile,61,11,1,0.9415285558512779,4,14.724362,90.37412,
17542,812202017846226944,Fri Dec 23 07:43:45 +0000 2016,"RT @PostMalone: if smoking cigarettes wasn't classy, my rolls wouldn't have 2 big ass ash trays 🍺🍺🍺to all my smokers. don't let them tell y…",324294391,59,183,2456,6180,362,0,rt if smoking cigarettes wasnt classy my rolls wouldnt have big ass ash trays to all my smokers dont let them tell y,smoking cigarette wasnt classy roll wouldnt big as ash tray smoker dont let tell,80,14,2,0.7799317354915962,4,46.120037,112.35569,
4390,551106872183652352,Fri Jan 02 20:04:52 +0000 2015,How do you exercise your brain to branch out into more … — I have a bunch of friends with a variety of interests an… https://t.co/MLv8PE7eLP,2285922931,43,59,4301,12309,0,1,how do you exercise your brain to branch out into more i have a bunch of friends with a variety of interests an,exercise brain branch bunch friend variety interest,51,7,1,0.9005171383328736,7,3.01235,-88.55227,
15953,813412693864370176,Mon Dec 26 15:54:33 +0000 2016,@ChaldeaPrince royalties,490044008,1849,561,8229,86352,0,0,royalties,royalty,7,1,0,0.3333333333333333,4,-6.0801363,-2.2999775,
19403,811391017807024128,Wed Dec 21 02:01:08 +0000 2016,North Point Mechanical LLC https://t.co/reZc9PG6yU,1458225506,1197,701,1156,61856,0,0,north point mechanical llc,north point mechanical llc,26,4,0,0.8830970427825845,4,46.680378,-37.39558,
19572,810464663888531456,Sun Dec 18 12:40:08 +0000 2016,Elle and Eve https://t.co/WjzJ52qiE9,1458225506,1197,701,1156,61856,0,0,elle and eve,elle eve,8,2,0,0.3333333333333333,4,-6.0801363,-2.2999775,
6747,3674139945,Mon Aug 31 21:35:51 +0000 2009,Relpax And Migraines? ? http://bit.ly/3gOmE0,60868031,1768,532,3,5720,0,1,relpax and migraines,relpax migraine,15,2,1,0.8461538461538425,4,52.867737,29.460232,
12717,816676786696228864,Wed Jan 04 16:04:53 +0000 2017,"@washingtonpost   Mr. Trump says.....Get them out of here! Get'em out! Mr. Sessions,  called them ....Thugs!!!!!! https://t.co/KS7H7xSG9a",145626605,126,621,22,2111,0,0,mr trump saysget them out of here getem out mr sessions called them thugs,trump saysget getem session called thug,39,6,0,0.5699962880051912,8,-21.433197,-56.775,
7497,707664379030929408,Wed Mar 09 20:28:30 +0000 2016,The care team staff do way more than that on the reg WTF they are literal superheroes &amp; I am a lightweight.,14724376,350,207,8276,22207,0,1,the care team staff do way more than that on the reg wtf they are literal superheroes amp i am a lightweight,care team staff way reg wtf literal superheroes amp lightweight,63,10,2,0.9125259911559805,6,31.82343,40.740623,
16733,810173772191797248,Sat Dec 17 17:24:14 +0000 2016,A game. https://t.co/fzqwvOIWTM,490044008,1849,561,8229,86352,9,0,a game,game,4,1,1,0.8461219351089425,4,5.6867356,30.133074,
11419,809430021660086272,Thu Dec 15 16:08:50 +0000 2016,RT @drarryslut: this is honestly so aesthetically pleasing i'm in love https://t.co/vfIH0GKalR,3249600438,235,185,24407,22302,170,0,rt this is honestly so aesthetically pleasing im in love,honestly aesthetically pleasing love,36,4,1,0.5441266265691102,2,41.67231,32.327934,
5572,626444631560032256,Wed Jul 29 17:30:13 +0000 2015,RT @theveganqueen: south african vegans are leveling up &amp; I love it http://t.co/4hbxv9T0uS,49548465,677,1644,8375,12913,21,1,rt south african vegans are leveling up amp i love it,south african vegan leveling amp love,37,6,0,0.9111059595391291,6,-61.5451,-34.167625,
18575,816548002500198400,Wed Jan 04 07:33:09 +0000 2017,"Kathleen Finn, LLC https://t.co/62rzvmG8Fa https://t.co/DYsbepQ9gD",1458225506,1197,701,1156,61856,0,0,kathleen finn llc,kathleen finn llc,17,3,0,0.8461538461538316,4,46.959633,-38.3466,
9783,524465676745183232,Tue Oct 21 07:42:16 +0000 2014,I find it weird that I'm up before 9 every single morning then fall back asleep til 12 or 1....or 2.............,1052121847,177,687,3066,8133,0,1,i find it weird that im up before every single morning then fall back asleep til or or,find weird every single morning fall back asleep til,52,9,1,0.5528073699675349,4,-28.604229,-17.766901,
4735,587372569633914881,Sun Apr 12 21:51:48 +0000 2015,RT @danagould: Someone in your life that you particularly hate? Why not buy their kids a kazoo?,20863408,104,247,2752,3268,837,1,rt someone in your life that you particularly hate why not buy their kids a kazoo,someone life particularly hate buy kid kazoo,44,7,1,0.9125905605352482,4,-5.503609,86.74575,
18877,814690499562905600,Fri Dec 30 04:32:05 +0000 2016,East Paris Siding of Kentwood https://t.co/mMyKF6tvmH,1458225506,1197,701,1156,61856,0,0,east paris siding of kentwood,east paris siding kentwood,26,4,0,0.8833235357920893,4,-54.70444,6.9966235,
11893,812806915864592384,Sat Dec 24 23:47:24 +0000 2016,@JosinaAnderson It's still a game and they're trying to out distance the Chiefs in order to win the division.  Injuries just happen.,18831261,884,2389,8466,57269,0,0,its still a game and theyre trying to out distance the chiefs in order to win the division injuries just happen,still game theyre trying distance chief order win division injury happen,72,11,1,0.7343585040336187,4,2.7849827,-56.84426,
6885,3643459365,Sun Aug 30 11:03:28 +0000 2009,Could Daily Exercise Help Prevent Migraines? http://bit.ly/z3OIj,60868031,1768,532,3,5720,0,1,could daily exercise help prevent migraines,daily exercise help prevent migraine,36,5,1,0.9011430907008653,4,52.41434,32.21081,
17448,818005156172181504,Sun Jan 08 08:03:21 +0000 2017,Fuck I've stopped drinking. Been a week. This shits easy,324294391,59,183,2456,6180,0,0,fuck ive stopped drinking been a week this shits easy,fuck ive stopped drinking week shit easy,40,7,1,0.6880409052876356,4,86.38226,16.056961,
10990,812222585505255424,Fri Dec 23 09:05:29 +0000 2016,RT @Kat_McNamara: Things we do between takes... #BTS 😜  #MannequinChallenge @Shadowhunterstv @25days @DomSherwood1 @arosende @alanvansprang…,3249600438,235,185,24407,22302,1491,0,rt things we do between takes,thing take,10,2,1,0.8461349837170441,4,26.144218,4.377386,
13858,819399966632407043,Thu Jan 12 04:25:50 +0000 2017,"RT @SportsCenter: Brodie be ballin'.

Westbrook records his 18th triple-double of the season, matching his total from the 2015-16 campaign.…",1497350173,640,445,24297,52892,3029,0,rt brodie be ballin westbrook records his th tripledouble of the season matching his total from the campaign,brodie ballin westbrook record tripledouble season matching total campaign,74,9,0,0.901270089079243,4,33.328934,-4.163498,
7930,556964726069264384,Mon Jan 19 00:01:53 +0000 2015,. @el9292 amazing blog posts. Being 23 &amp; 14 months sober I can completely relate to you!,30863895,426,482,1926,20330,0,1,amazing blog posts being amp months sober i can completely relate to you,amazing blog post amp month sober completely relate,51,8,2,0.9266491130827222,6,65.41371,-56.85854,
